LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedST,TyreLife,Compound,Driver,LapNumber,PitInTime,PitOutTime,TrackStatus,Year,Race
100.9,,30.084,30.266,312.0,1.0,MEDIUM,HAM,1.0,,,1,2024,Saudi Arabia
95.541,36.082,29.801,29.658,332.0,2.0,MEDIUM,HAM,2.0,,,1,2024,Saudi Arabia
95.184,35.62,29.818,29.746,329.0,3.0,MEDIUM,HAM,3.0,,,1,2024,Saudi Arabia
95.672,35.622,29.971,30.079,313.0,4.0,MEDIUM,HAM,4.0,,,1,2024,Saudi Arabia
95.107,35.365,29.797,29.945,316.0,5.0,MEDIUM,HAM,5.0,,,1,2024,Saudi Arabia
95.257,36.023,29.399,29.835,319.0,10.0,MEDIUM,HAM,10.0,,,1,2024,Saudi Arabia
94.334,35.119,29.502,29.713,314.0,11.0,MEDIUM,HAM,11.0,,,1,2024,Saudi Arabia
94.018,34.807,29.506,29.705,314.0,12.0,MEDIUM,HAM,12.0,,,1,2024,Saudi Arabia
95.312,36.142,29.596,29.574,327.0,13.0,MEDIUM,HAM,13.0,,,1,2024,Saudi Arabia
94.341,34.994,29.546,29.801,316.0,14.0,MEDIUM,HAM,14.0,,,1,2024,Saudi Arabia
95.355,36.045,29.69,29.62,330.0,15.0,MEDIUM,HAM,15.0,,,1,2024,Saudi Arabia
94.435,35.036,29.551,29.848,317.0,16.0,MEDIUM,HAM,16.0,,,1,2024,Saudi Arabia
94.811,35.564,29.468,29.779,316.0,17.0,MEDIUM,HAM,17.0,,,1,2024,Saudi Arabia
94.307,34.882,29.588,29.837,313.0,18.0,MEDIUM,HAM,18.0,,,1,2024,Saudi Arabia
94.524,35.163,29.567,29.794,311.0,19.0,MEDIUM,HAM,19.0,,,1,2024,Saudi Arabia
94.225,34.86,29.553,29.812,312.0,20.0,MEDIUM,HAM,20.0,,,1,2024,Saudi Arabia
94.016,34.763,29.48,29.773,312.0,21.0,MEDIUM,HAM,21.0,,,1,2024,Saudi Arabia
94.419,35.066,29.586,29.767,312.0,22.0,MEDIUM,HAM,22.0,,,1,2024,Saudi Arabia
94.041,34.829,29.483,29.729,312.0,23.0,MEDIUM,HAM,23.0,,,1,2024,Saudi Arabia
94.025,34.845,29.441,29.739,309.0,24.0,MEDIUM,HAM,24.0,,,1,2024,Saudi Arabia
93.532,34.498,29.364,29.67,312.0,25.0,MEDIUM,HAM,25.0,,,1,2024,Saudi Arabia
93.518,34.498,29.387,29.633,316.0,26.0,MEDIUM,HAM,26.0,,,1,2024,Saudi Arabia
93.918,34.772,29.393,29.753,309.0,27.0,MEDIUM,HAM,27.0,,,1,2024,Saudi Arabia
93.56,34.565,29.32,29.675,311.0,28.0,MEDIUM,HAM,28.0,,,1,2024,Saudi Arabia
93.567,34.579,29.359,29.629,313.0,29.0,MEDIUM,HAM,29.0,,,1,2024,Saudi Arabia
93.354,34.562,29.249,29.543,316.0,30.0,MEDIUM,HAM,30.0,,,1,2024,Saudi Arabia
93.384,34.454,29.342,29.588,315.0,31.0,MEDIUM,HAM,31.0,,,1,2024,Saudi Arabia
93.406,34.534,29.297,29.575,318.0,32.0,MEDIUM,HAM,32.0,,,1,2024,Saudi Arabia
93.36,34.51,29.199,29.651,315.0,33.0,MEDIUM,HAM,33.0,,,1,2024,Saudi Arabia
93.693,34.622,29.317,29.754,312.0,34.0,MEDIUM,HAM,34.0,,,1,2024,Saudi Arabia
93.742,34.844,29.297,29.601,312.0,35.0,MEDIUM,HAM,35.0,,,1,2024,Saudi Arabia
95.967,34.588,29.352,32.027,316.0,36.0,MEDIUM,HAM,36.0,0 days 01:59:23.974000,,1,2024,Saudi Arabia
109.485,51.107,29.127,29.251,310.0,4.0,SOFT,HAM,37.0,,0 days 01:59:44.210000,1,2024,Saudi Arabia
91.746,33.995,28.878,28.873,330.0,5.0,SOFT,HAM,38.0,,,1,2024,Saudi Arabia
92.315,34.456,28.846,29.013,311.0,6.0,SOFT,HAM,39.0,,,1,2024,Saudi Arabia
92.37,34.188,28.938,29.244,314.0,7.0,SOFT,HAM,40.0,,,1,2024,Saudi Arabia
92.201,34.196,28.857,29.148,318.0,8.0,SOFT,HAM,41.0,,,1,2024,Saudi Arabia
92.027,34.075,28.77,29.182,319.0,9.0,SOFT,HAM,42.0,,,1,2024,Saudi Arabia
92.041,34.125,28.81,29.106,317.0,10.0,SOFT,HAM,43.0,,,1,2024,Saudi Arabia
92.232,34.288,28.825,29.119,318.0,11.0,SOFT,HAM,44.0,,,1,2024,Saudi Arabia
91.943,34.153,28.802,28.988,330.0,12.0,SOFT,HAM,45.0,,,1,2024,Saudi Arabia
93.036,34.709,29.03,29.297,315.0,13.0,SOFT,HAM,46.0,,,1,2024,Saudi Arabia
92.106,34.081,28.818,29.207,318.0,14.0,SOFT,HAM,47.0,,,1,2024,Saudi Arabia
92.381,34.186,28.899,29.296,317.0,15.0,SOFT,HAM,48.0,,,1,2024,Saudi Arabia
92.615,34.257,28.931,29.427,323.0,16.0,SOFT,HAM,49.0,,,1,2024,Saudi Arabia
93.314,34.397,29.264,29.653,320.0,17.0,SOFT,HAM,50.0,,,1,2024,Saudi Arabia
100.459,,29.989,30.438,314.0,1.0,MEDIUM,RUS,1.0,,,1,2024,Saudi Arabia
95.146,35.762,29.646,29.738,329.0,2.0,MEDIUM,RUS,2.0,,,1,2024,Saudi Arabia
95.219,35.737,29.727,29.755,327.0,3.0,MEDIUM,RUS,3.0,,,1,2024,Saudi Arabia
95.033,35.522,29.747,29.764,328.0,4.0,MEDIUM,RUS,4.0,,,1,2024,Saudi Arabia
95.15,35.467,29.73,29.953,313.0,5.0,MEDIUM,RUS,5.0,,,1,2024,Saudi Arabia
97.943,37.722,30.004,30.217,318.0,3.0,HARD,RUS,10.0,,,1,2024,Saudi Arabia
95.048,35.82,29.607,29.621,338.0,4.0,HARD,RUS,11.0,,,1,2024,Saudi Arabia
94.488,35.327,29.546,29.615,336.0,5.0,HARD,RUS,12.0,,,1,2024,Saudi Arabia
95.082,35.53,29.642,29.91,323.0,6.0,HARD,RUS,13.0,,,1,2024,Saudi Arabia
94.379,35.046,29.535,29.798,315.0,7.0,HARD,RUS,14.0,,,1,2024,Saudi Arabia
94.803,35.346,29.583,29.874,314.0,8.0,HARD,RUS,15.0,,,1,2024,Saudi Arabia
94.638,35.196,29.642,29.8,317.0,9.0,HARD,RUS,16.0,,,1,2024,Saudi Arabia
94.907,35.144,29.726,30.037,314.0,10.0,HARD,RUS,17.0,,,1,2024,Saudi Arabia
94.559,35.218,29.495,29.846,315.0,11.0,HARD,RUS,18.0,,,1,2024,Saudi Arabia
94.395,35.139,29.488,29.768,324.0,12.0,HARD,RUS,19.0,,,1,2024,Saudi Arabia
94.457,35.093,29.493,29.871,317.0,13.0,HARD,RUS,20.0,,,1,2024,Saudi Arabia
94.144,34.966,29.383,29.795,316.0,14.0,HARD,RUS,21.0,,,1,2024,Saudi Arabia
94.264,34.97,29.49,29.804,317.0,15.0,HARD,RUS,22.0,,,1,2024,Saudi Arabia
94.099,34.763,29.481,29.855,314.0,16.0,HARD,RUS,23.0,,,1,2024,Saudi Arabia
94.256,35.064,29.354,29.838,312.0,17.0,HARD,RUS,24.0,,,1,2024,Saudi Arabia
94.077,35.002,29.345,29.73,311.0,18.0,HARD,RUS,25.0,,,1,2024,Saudi Arabia
93.737,34.921,29.222,29.594,315.0,19.0,HARD,RUS,26.0,,,1,2024,Saudi Arabia
93.571,34.788,29.2,29.583,317.0,20.0,HARD,RUS,27.0,,,1,2024,Saudi Arabia
93.775,34.708,29.23,29.837,318.0,21.0,HARD,RUS,28.0,,,1,2024,Saudi Arabia
93.643,34.73,29.277,29.636,317.0,22.0,HARD,RUS,29.0,,,1,2024,Saudi Arabia
93.631,34.659,29.328,29.644,317.0,23.0,HARD,RUS,30.0,,,1,2024,Saudi Arabia
93.565,34.639,29.243,29.683,319.0,24.0,HARD,RUS,31.0,,,1,2024,Saudi Arabia
93.39,34.602,29.208,29.58,318.0,25.0,HARD,RUS,32.0,,,1,2024,Saudi Arabia
93.32,34.61,29.169,29.541,318.0,26.0,HARD,RUS,33.0,,,1,2024,Saudi Arabia
93.309,34.543,29.198,29.568,314.0,27.0,HARD,RUS,34.0,,,1,2024,Saudi Arabia
93.081,34.496,29.091,29.494,322.0,28.0,HARD,RUS,35.0,,,1,2024,Saudi Arabia
93.125,34.449,29.136,29.54,319.0,29.0,HARD,RUS,36.0,,,1,2024,Saudi Arabia
93.258,34.474,29.178,29.606,317.0,30.0,HARD,RUS,37.0,,,1,2024,Saudi Arabia
93.018,34.454,29.036,29.528,317.0,31.0,HARD,RUS,38.0,,,1,2024,Saudi Arabia
92.607,34.309,28.941,29.357,318.0,32.0,HARD,RUS,39.0,,,1,2024,Saudi Arabia
92.487,34.21,28.95,29.327,320.0,33.0,HARD,RUS,40.0,,,1,2024,Saudi Arabia
92.458,34.172,28.924,29.362,320.0,34.0,HARD,RUS,41.0,,,1,2024,Saudi Arabia
92.254,34.061,28.821,29.372,320.0,35.0,HARD,RUS,42.0,,,1,2024,Saudi Arabia
92.499,34.162,28.933,29.404,317.0,36.0,HARD,RUS,43.0,,,1,2024,Saudi Arabia
92.571,34.256,28.946,29.369,319.0,37.0,HARD,RUS,44.0,,,1,2024,Saudi Arabia
92.573,34.325,28.874,29.374,316.0,38.0,HARD,RUS,45.0,,,1,2024,Saudi Arabia
92.64,34.342,28.939,29.359,317.0,39.0,HARD,RUS,46.0,,,1,2024,Saudi Arabia
92.494,34.327,28.862,29.305,318.0,40.0,HARD,RUS,47.0,,,1,2024,Saudi Arabia
92.88,34.605,28.934,29.341,314.0,41.0,HARD,RUS,48.0,,,1,2024,Saudi Arabia
92.68,34.431,28.907,29.342,315.0,42.0,HARD,RUS,49.0,,,1,2024,Saudi Arabia
95.145,34.509,30.163,30.473,289.0,43.0,HARD,RUS,50.0,,,1,2024,Saudi Arabia
104.857,,31.227,30.579,320.0,1.0,SOFT,BOT,1.0,,,1,2024,Saudi Arabia
98.474,37.493,30.68,30.301,340.0,2.0,SOFT,BOT,2.0,,,1,2024,Saudi Arabia
96.966,36.222,30.52,30.224,325.0,3.0,SOFT,BOT,3.0,,,1,2024,Saudi Arabia
96.417,35.91,30.33,30.177,320.0,4.0,SOFT,BOT,4.0,,,1,2024,Saudi Arabia
96.244,35.837,30.36,30.047,321.0,5.0,SOFT,BOT,5.0,,,1,2024,Saudi Arabia
100.082,38.709,30.926,30.447,321.0,3.0,HARD,BOT,10.0,,,1,2024,Saudi Arabia
96.456,36.431,30.173,29.852,325.0,4.0,HARD,BOT,11.0,,,1,2024,Saudi Arabia
95.827,35.578,30.285,29.964,325.0,5.0,HARD,BOT,12.0,,,1,2024,Saudi Arabia
95.447,35.489,29.924,30.034,314.0,6.0,HARD,BOT,13.0,,,1,2024,Saudi Arabia
95.424,35.414,30.05,29.96,312.0,7.0,HARD,BOT,14.0,,,1,2024,Saudi Arabia
95.721,35.38,30.202,30.139,311.0,8.0,HARD,BOT,15.0,,,1,2024,Saudi Arabia
96.825,35.638,30.419,30.768,303.0,9.0,HARD,BOT,16.0,,,1,2024,Saudi Arabia
97.238,36.446,30.612,30.18,309.0,10.0,HARD,BOT,17.0,,,1,2024,Saudi Arabia
96.058,35.531,30.108,30.419,321.0,11.0,HARD,BOT,18.0,,,1,2024,Saudi Arabia
95.828,35.387,30.276,30.165,306.0,12.0,HARD,BOT,19.0,,,1,2024,Saudi Arabia
96.253,35.663,30.15,30.44,305.0,13.0,HARD,BOT,20.0,,,1,2024,Saudi Arabia
96.801,36.614,30.048,30.139,303.0,14.0,HARD,BOT,21.0,,,1,2024,Saudi Arabia
96.425,36.244,29.991,30.19,303.0,15.0,HARD,BOT,22.0,,,1,2024,Saudi Arabia
96.251,35.641,30.17,30.44,303.0,16.0,HARD,BOT,23.0,,,1,2024,Saudi Arabia
96.902,36.506,30.247,30.149,305.0,17.0,HARD,BOT,24.0,,,1,2024,Saudi Arabia
95.619,35.557,30.038,30.024,304.0,18.0,HARD,BOT,25.0,,,1,2024,Saudi Arabia
95.319,35.298,30.032,29.989,307.0,19.0,HARD,BOT,26.0,,,1,2024,Saudi Arabia
95.254,35.279,30.019,29.956,307.0,20.0,HARD,BOT,27.0,,,1,2024,Saudi Arabia
95.324,35.381,30.039,29.904,309.0,21.0,HARD,BOT,28.0,,,1,2024,Saudi Arabia
94.857,35.074,29.984,29.799,311.0,22.0,HARD,BOT,29.0,,,1,2024,Saudi Arabia
95.313,35.378,30.009,29.926,313.0,23.0,HARD,BOT,30.0,,,1,2024,Saudi Arabia
95.415,35.237,30.039,30.139,315.0,24.0,HARD,BOT,31.0,,,1,2024,Saudi Arabia
95.173,35.252,30.116,29.805,327.0,25.0,HARD,BOT,32.0,,,1,2024,Saudi Arabia
95.792,35.706,30.259,29.827,327.0,26.0,HARD,BOT,33.0,,,1,2024,Saudi Arabia
95.721,35.876,30.007,29.838,309.0,27.0,HARD,BOT,34.0,,,1,2024,Saudi Arabia
97.864,35.391,29.894,32.579,308.0,28.0,HARD,BOT,35.0,0 days 01:58:44.198000,,1,2024,Saudi Arabia
114.249,54.741,29.718,29.79,298.0,1.0,SOFT,BOT,36.0,,0 days 01:59:07.460000,1,2024,Saudi Arabia
93.08,34.261,29.338,29.481,302.0,2.0,SOFT,BOT,37.0,,,1,2024,Saudi Arabia
92.927,34.133,29.305,29.489,303.0,3.0,SOFT,BOT,38.0,,,1,2024,Saudi Arabia
93.028,34.203,29.28,29.545,304.0,4.0,SOFT,BOT,39.0,,,1,2024,Saudi Arabia
93.175,34.335,29.317,29.523,304.0,5.0,SOFT,BOT,40.0,,,1,2024,Saudi Arabia
93.194,34.358,29.274,29.562,304.0,6.0,SOFT,BOT,41.0,,,1,2024,Saudi Arabia
92.996,34.237,29.246,29.513,303.0,7.0,SOFT,BOT,42.0,,,1,2024,Saudi Arabia
93.068,34.16,29.321,29.587,302.0,8.0,SOFT,BOT,43.0,,,1,2024,Saudi Arabia
95.201,34.198,31.305,29.698,320.0,9.0,SOFT,BOT,44.0,,,1,2024,Saudi Arabia
92.903,34.239,29.184,29.48,311.0,10.0,SOFT,BOT,45.0,,,1,2024,Saudi Arabia
92.948,34.251,29.24,29.457,306.0,11.0,SOFT,BOT,46.0,,,1,2024,Saudi Arabia
92.852,34.198,29.17,29.484,306.0,12.0,SOFT,BOT,47.0,,,1,2024,Saudi Arabia
92.947,34.108,29.208,29.631,306.0,13.0,SOFT,BOT,48.0,,,1,2024,Saudi Arabia
92.706,34.026,29.241,29.439,308.0,14.0,SOFT,BOT,49.0,,,1,2024,Saudi Arabia
98.705,,30.007,30.16,304.0,1.0,MEDIUM,PIA,1.0,,,1,2024,Saudi Arabia
95.082,34.965,29.949,30.168,296.0,2.0,MEDIUM,PIA,2.0,,,1,2024,Saudi Arabia
94.379,34.586,29.726,30.067,299.0,3.0,MEDIUM,PIA,3.0,,,1,2024,Saudi Arabia
94.589,34.81,29.76,30.019,299.0,4.0,MEDIUM,PIA,4.0,,,1,2024,Saudi Arabia
94.557,34.773,29.755,30.029,300.0,5.0,MEDIUM,PIA,5.0,,,1,2024,Saudi Arabia
94.409,34.705,29.757,29.947,301.0,6.0,MEDIUM,PIA,6.0,,,1,2024,Saudi Arabia
96.768,36.736,29.821,30.211,310.0,4.0,HARD,PIA,10.0,,,1,2024,Saudi Arabia
94.448,35.264,29.527,29.657,326.0,5.0,HARD,PIA,11.0,,,1,2024,Saudi Arabia
93.946,34.817,29.496,29.633,326.0,6.0,HARD,PIA,12.0,,,1,2024,Saudi Arabia
94.34,35.103,29.5,29.737,328.0,7.0,HARD,PIA,13.0,,,1,2024,Saudi Arabia
94.431,34.969,29.601,29.861,324.0,8.0,HARD,PIA,14.0,,,1,2024,Saudi Arabia
94.309,35.174,29.636,29.499,330.0,9.0,HARD,PIA,15.0,,,1,2024,Saudi Arabia
94.379,35.147,29.516,29.716,325.0,10.0,HARD,PIA,16.0,,,1,2024,Saudi Arabia
95.057,35.865,29.514,29.678,323.0,11.0,HARD,PIA,17.0,,,1,2024,Saudi Arabia
94.075,34.898,29.575,29.602,320.0,12.0,HARD,PIA,18.0,,,1,2024,Saudi Arabia
94.631,35.267,29.534,29.83,324.0,13.0,HARD,PIA,19.0,,,1,2024,Saudi Arabia
94.324,34.99,29.683,29.651,320.0,14.0,HARD,PIA,20.0,,,1,2024,Saudi Arabia
93.793,34.684,29.515,29.594,325.0,15.0,HARD,PIA,21.0,,,1,2024,Saudi Arabia
94.76,35.259,29.729,29.772,317.0,16.0,HARD,PIA,22.0,,,1,2024,Saudi Arabia
93.715,34.722,29.323,29.67,327.0,17.0,HARD,PIA,23.0,,,1,2024,Saudi Arabia
94.097,35.019,29.504,29.574,331.0,18.0,HARD,PIA,24.0,,,1,2024,Saudi Arabia
93.694,34.773,29.394,29.527,319.0,19.0,HARD,PIA,25.0,,,1,2024,Saudi Arabia
93.312,34.612,29.304,29.396,332.0,20.0,HARD,PIA,26.0,,,1,2024,Saudi Arabia
93.998,34.846,29.428,29.724,321.0,21.0,HARD,PIA,27.0,,,1,2024,Saudi Arabia
93.527,34.617,29.324,29.586,333.0,22.0,HARD,PIA,28.0,,,1,2024,Saudi Arabia
93.821,34.792,29.473,29.556,317.0,23.0,HARD,PIA,29.0,,,1,2024,Saudi Arabia
93.376,34.651,29.218,29.507,323.0,24.0,HARD,PIA,30.0,,,1,2024,Saudi Arabia
93.352,34.555,29.213,29.584,324.0,25.0,HARD,PIA,31.0,,,1,2024,Saudi Arabia
93.261,34.729,29.156,29.376,324.0,26.0,HARD,PIA,32.0,,,1,2024,Saudi Arabia
93.29,34.649,29.198,29.443,324.0,27.0,HARD,PIA,33.0,,,1,2024,Saudi Arabia
93.405,34.725,29.221,29.459,328.0,28.0,HARD,PIA,34.0,,,1,2024,Saudi Arabia
94.118,35.331,29.465,29.322,319.0,29.0,HARD,PIA,35.0,,,1,2024,Saudi Arabia
93.029,34.596,29.161,29.272,327.0,30.0,HARD,PIA,36.0,,,1,2024,Saudi Arabia
92.934,33.99,29.224,29.72,302.0,31.0,HARD,PIA,37.0,,,1,2024,Saudi Arabia
93.087,34.21,29.17,29.707,302.0,32.0,HARD,PIA,38.0,,,1,2024,Saudi Arabia
92.675,34.0,29.096,29.579,301.0,33.0,HARD,PIA,39.0,,,1,2024,Saudi Arabia
92.603,33.984,29.149,29.47,302.0,34.0,HARD,PIA,40.0,,,1,2024,Saudi Arabia
92.545,34.014,29.008,29.523,303.0,35.0,HARD,PIA,41.0,,,1,2024,Saudi Arabia
92.453,33.936,29.031,29.486,304.0,36.0,HARD,PIA,42.0,,,1,2024,Saudi Arabia
92.521,33.951,29.02,29.55,304.0,37.0,HARD,PIA,43.0,,,1,2024,Saudi Arabia
92.539,33.957,29.124,29.458,306.0,38.0,HARD,PIA,44.0,,,1,2024,Saudi Arabia
92.31,33.816,28.959,29.535,306.0,39.0,HARD,PIA,45.0,,,1,2024,Saudi Arabia
92.557,34.112,29.071,29.374,305.0,40.0,HARD,PIA,46.0,,,1,2024,Saudi Arabia
92.574,34.006,29.145,29.423,307.0,41.0,HARD,PIA,47.0,,,1,2024,Saudi Arabia
92.657,34.01,29.151,29.496,311.0,42.0,HARD,PIA,48.0,,,1,2024,Saudi Arabia
92.588,34.052,29.094,29.442,307.0,43.0,HARD,PIA,49.0,,,1,2024,Saudi Arabia
92.769,33.983,29.094,29.692,311.0,44.0,HARD,PIA,50.0,,,1,2024,Saudi Arabia
87.458,,18.462,35.518,238.0,1.0,MEDIUM,VER,1.0,,,1,2024,Australia
84.099,29.623,18.375,36.101,281.0,2.0,MEDIUM,VER,2.0,,,1,2024,Australia
83.115,28.793,18.573,35.749,305.0,3.0,MEDIUM,VER,3.0,,,1,2024,Australia
,28.756,18.353,,302.0,4.0,MEDIUM,VER,4.0,0 days 01:04:24.613000,,1,2024,Australia
97.304,,18.854,38.564,223.0,1.0,MEDIUM,GAS,1.0,,,1,2024,Australia
84.649,29.905,18.241,36.503,287.0,2.0,MEDIUM,GAS,2.0,,,1,2024,Australia
83.851,29.379,18.148,36.324,292.0,3.0,MEDIUM,GAS,3.0,,,1,2024,Australia
83.7,29.05,18.116,36.534,305.0,4.0,MEDIUM,GAS,4.0,,,1,2024,Australia
84.526,29.693,17.983,36.85,305.0,5.0,MEDIUM,GAS,5.0,,,1,2024,Australia
83.912,29.368,18.107,36.437,308.0,6.0,MEDIUM,GAS,6.0,,,1,2024,Australia
83.445,29.068,18.122,36.255,310.0,7.0,MEDIUM,GAS,7.0,,,1,2024,Australia
83.879,29.38,18.109,36.39,297.0,8.0,MEDIUM,GAS,8.0,,,1,2024,Australia
83.829,29.349,18.235,36.245,303.0,9.0,MEDIUM,GAS,9.0,,,1,2024,Australia
83.856,29.318,18.15,36.388,298.0,10.0,MEDIUM,GAS,10.0,,,1,2024,Australia
85.397,29.402,18.252,37.743,301.0,11.0,MEDIUM,GAS,11.0,,,1,2024,Australia
84.625,29.816,18.154,36.655,306.0,12.0,MEDIUM,GAS,12.0,,,1,2024,Australia
84.049,29.379,18.093,36.577,306.0,13.0,MEDIUM,GAS,13.0,,,1,2024,Australia
84.104,29.43,18.09,36.584,302.0,14.0,MEDIUM,GAS,14.0,,,1,2024,Australia
84.1,29.378,18.207,36.515,305.0,15.0,MEDIUM,GAS,15.0,,,1,2024,Australia
85.367,29.942,18.256,37.169,306.0,16.0,MEDIUM,GAS,16.0,,,1,2024,Australia
89.888,35.202,18.398,36.288,227.0,1.0,HARD,GAS,18.0,,0 days 01:23:10.039000,1,2024,Australia
83.922,29.141,18.401,36.38,291.0,2.0,HARD,GAS,19.0,,,1,2024,Australia
83.662,29.06,18.369,36.233,292.0,3.0,HARD,GAS,20.0,,,1,2024,Australia
83.241,28.904,18.274,36.063,293.0,4.0,HARD,GAS,21.0,,,1,2024,Australia
83.045,28.793,18.236,36.016,292.0,5.0,HARD,GAS,22.0,,,1,2024,Australia
82.929,28.898,18.198,35.833,292.0,6.0,HARD,GAS,23.0,,,1,2024,Australia
83.001,28.729,18.222,36.05,294.0,7.0,HARD,GAS,24.0,,,1,2024,Australia
82.933,28.803,18.241,35.889,294.0,8.0,HARD,GAS,25.0,,,1,2024,Australia
83.015,28.851,18.346,35.818,295.0,9.0,HARD,GAS,26.0,,,1,2024,Australia
82.904,28.749,18.186,35.969,294.0,10.0,HARD,GAS,27.0,,,1,2024,Australia
82.674,28.974,17.953,35.747,295.0,11.0,HARD,GAS,28.0,,,1,2024,Australia
82.708,28.988,17.968,35.752,308.0,12.0,HARD,GAS,29.0,,,1,2024,Australia
82.99,28.857,17.993,36.14,307.0,13.0,HARD,GAS,30.0,,,1,2024,Australia
82.727,28.855,17.99,35.882,304.0,14.0,HARD,GAS,31.0,,,1,2024,Australia
83.245,28.996,18.019,36.23,308.0,15.0,HARD,GAS,32.0,,,1,2024,Australia
83.215,28.788,17.98,36.447,309.0,16.0,HARD,GAS,33.0,,,1,2024,Australia
83.036,28.986,18.083,35.967,307.0,17.0,HARD,GAS,34.0,,,1,2024,Australia
83.225,28.898,17.957,36.37,309.0,18.0,HARD,GAS,35.0,,,1,2024,Australia
82.84,28.631,18.346,35.863,305.0,19.0,HARD,GAS,36.0,,,1,2024,Australia
83.326,28.965,18.388,35.973,288.0,20.0,HARD,GAS,37.0,,,1,2024,Australia
85.109,30.199,18.344,36.566,288.0,21.0,HARD,GAS,38.0,,,1,2024,Australia
83.016,28.723,18.282,36.011,307.0,22.0,HARD,GAS,39.0,,,1,2024,Australia
85.02,28.917,18.214,37.889,291.0,23.0,HARD,GAS,40.0,,,1,2024,Australia
104.594,31.987,20.379,52.228,295.0,24.0,HARD,GAS,41.0,0 days 01:56:38.616000,,1,2024,Australia
88.171,34.671,18.274,35.226,230.0,1.0,HARD,GAS,42.0,,0 days 01:56:56.191000,1,2024,Australia
84.419,28.467,19.217,36.735,289.0,2.0,HARD,GAS,43.0,,,1,2024,Australia
81.447,28.348,18.045,35.054,293.0,3.0,HARD,GAS,44.0,,,1,2024,Australia
82.079,29.395,17.816,34.868,290.0,4.0,HARD,GAS,45.0,,,1,2024,Australia
81.22,28.209,18.001,35.01,297.0,5.0,HARD,GAS,46.0,,,1,2024,Australia
81.275,28.128,17.982,35.165,294.0,6.0,HARD,GAS,47.0,,,1,2024,Australia
81.211,28.32,17.977,34.914,292.0,7.0,HARD,GAS,48.0,,,1,2024,Australia
81.34,28.468,17.975,34.897,292.0,8.0,HARD,GAS,49.0,,,1,2024,Australia
81.222,28.249,18.088,34.885,292.0,9.0,HARD,GAS,50.0,,,1,2024,Australia
81.09,28.224,18.052,34.814,292.0,10.0,HARD,GAS,51.0,,,1,2024,Australia
81.161,28.228,18.036,34.897,291.0,11.0,HARD,GAS,52.0,,,1,2024,Australia
81.324,28.293,18.046,34.985,291.0,12.0,HARD,GAS,53.0,,,1,2024,Australia
83.034,29.613,18.361,35.06,290.0,13.0,HARD,GAS,54.0,,,1,2024,Australia
81.427,28.115,18.119,35.193,311.0,14.0,HARD,GAS,55.0,,,1,2024,Australia
92.428,,18.273,37.25,248.0,1.0,MEDIUM,PER,1.0,,,1,2024,Australia
83.381,29.37,17.903,36.108,290.0,2.0,MEDIUM,PER,2.0,,,1,2024,Australia
83.165,29.005,17.939,36.221,307.0,3.0,MEDIUM,PER,3.0,,,1,2024,Australia
83.398,28.848,18.02,36.53,310.0,4.0,MEDIUM,PER,4.0,,,1,2024,Australia
83.364,28.964,17.747,36.653,302.0,5.0,MEDIUM,PER,5.0,,,1,2024,Australia
83.024,28.808,17.868,36.348,312.0,6.0,MEDIUM,PER,6.0,,,1,2024,Australia
82.804,28.962,17.896,35.946,311.0,7.0,MEDIUM,PER,7.0,,,1,2024,Australia
83.048,28.744,17.746,36.558,316.0,8.0,MEDIUM,PER,8.0,,,1,2024,Australia
82.97,28.758,18.147,36.065,311.0,9.0,MEDIUM,PER,9.0,,,1,2024,Australia
82.68,28.928,18.188,35.564,295.0,10.0,MEDIUM,PER,10.0,,,1,2024,Australia
82.921,29.025,18.117,35.779,296.0,11.0,MEDIUM,PER,11.0,,,1,2024,Australia
83.704,29.511,18.198,35.995,300.0,12.0,MEDIUM,PER,12.0,,,1,2024,Australia
83.664,29.259,18.263,36.142,301.0,13.0,MEDIUM,PER,13.0,,,1,2024,Australia
98.693,29.415,18.259,51.019,299.0,14.0,MEDIUM,PER,14.0,0 days 01:18:02.904000,,1,2024,Australia
87.909,34.38,18.04,35.489,228.0,1.0,HARD,PER,15.0,,0 days 01:18:20.864000,1,2024,Australia
84.122,28.669,17.803,37.65,317.0,2.0,HARD,PER,16.0,,,1,2024,Australia
81.84,28.441,17.929,35.47,300.0,5.0,HARD,PER,19.0,,,1,2024,Australia
81.711,28.353,17.751,35.607,299.0,6.0,HARD,PER,20.0,,,1,2024,Australia
82.051,28.506,17.651,35.894,310.0,7.0,HARD,PER,21.0,,,1,2024,Australia
81.869,28.59,17.918,35.361,297.0,8.0,HARD,PER,22.0,,,1,2024,Australia
81.849,28.617,18.014,35.218,296.0,9.0,HARD,PER,23.0,,,1,2024,Australia
81.527,28.583,17.881,35.063,294.0,10.0,HARD,PER,24.0,,,1,2024,Australia
81.495,28.513,17.809,35.173,295.0,11.0,HARD,PER,25.0,,,1,2024,Australia
82.246,28.587,17.932,35.727,295.0,12.0,HARD,PER,26.0,,,1,2024,Australia
81.557,28.521,17.6,35.436,312.0,13.0,HARD,PER,27.0,,,1,2024,Australia
82.152,28.742,18.141,35.269,292.0,14.0,HARD,PER,28.0,,,1,2024,Australia
82.126,28.645,18.042,35.439,293.0,15.0,HARD,PER,29.0,,,1,2024,Australia
