race,year,driver,start_lap,last_lap_time
Netherlands,2024,BOT,55,76.066
Netherlands,2024,BOT,56,76.304
Netherlands,2024,BOT,57,77.851
Netherlands,2024,BOT,58,78.463
Netherlands,2024,BOT,59,76.069
Netherlands,2024,BOT,60,76.225
Netherlands,2024,BOT,61,76.639
Netherlands,2024,BOT,62,76.334
Netherlands,2024,BOT,63,76.595
Netherlands,2024,BOT,64,76.373
Netherlands,2024,BOT,65,76.361
Netherlands,2024,BOT,66,76.234
Abu Dhabi,2024,SAI,19,89.01
Abu Dhabi,2024,SAI,20,89.32
Abu Dhabi,2024,SAI,21,89.208
Abu Dhabi,2024,SAI,22,89.191
Abu Dhabi,2024,SAI,23,88.909
Abu Dhabi,2024,SAI,24,89.157
Abu Dhabi,2024,SAI,27,89.372
Abu Dhabi,2024,SAI,28,88.177
Abu Dhabi,2024,SAI,29,88.482
Abu Dhabi,2024,SAI,30,88.399
Abu Dhabi,2024,SAI,32,88.184
Abu Dhabi,2024,SAI,33,88.333
Abu Dhabi,2024,SAI,34,88.37
Abu Dhabi,2024,SAI,35,88.251
Abu Dhabi,2024,SAI,36,88.22
Abu Dhabi,2024,SAI,37,88.367
Abu Dhabi,2024,SAI,38,88.202
Abu Dhabi,2024,SAI,39,88.103
Abu Dhabi,2024,SAI,40,87.924
Abu Dhabi,2024,SAI,41,88.662
Abu Dhabi,2024,SAI,42,88.032
Abu Dhabi,2024,SAI,43,88.255
Abu Dhabi,2024,SAI,44,87.854
Abu Dhabi,2024,SAI,45,88.148
Abu Dhabi,2024,SAI,46,88.331
Abu Dhabi,2024,SAI,47,88.682
Abu Dhabi,2024,SAI,48,88.404
Abu Dhabi,2024,SAI,49,88.144
Abu Dhabi,2024,SAI,50,87.871
Abu Dhabi,2024,SAI,51,87.885
Abu Dhabi,2024,SAI,52,88.476
Abu Dhabi,2024,SAI,53,88.266
Mexico City,2025,ALB,19,84.003
Mexico City,2025,ALB,20,83.654
Mexico City,2025,ALB,21,84.094
Mexico City,2025,ALB,22,83.757
Mexico City,2025,ALB,23,83.626
Mexico City,2025,ALB,24,83.926
Mexico City,2025,ALB,25,83.644
Mexico City,2025,ALB,26,83.997
Mexico City,2025,ALB,27,84.857
Mexico City,2025,ALB,28,84.721
Mexico City,2025,ALB,29,83.787
Mexico City,2025,ALB,30,84.486
Mexico City,2025,ALB,31,84.223
Mexico City,2025,ALB,32,83.667
Mexico City,2025,ALB,33,83.48
Mexico City,2025,ALB,34,83.332
Mexico City,2025,ALB,35,83.753
Mexico City,2025,ALB,36,86.855
Mexico City,2025,ALB,37,83.834
Mexico City,2025,ALB,38,83.518
Mexico City,2025,ALB,39,84.639
Mexico City,2025,ALB,40,83.406
Mexico City,2025,ALB,43,83.608
Mexico City,2025,ALB,44,80.548
Mexico City,2025,ALB,45,81.579
Mexico City,2025,ALB,46,80.48
Mexico City,2025,ALB,47,80.755
Mexico City,2025,ALB,48,81.092
Mexico City,2025,ALB,49,80.936
Mexico City,2025,ALB,50,81.099
Mexico City,2025,ALB,51,81.695
Mexico City,2025,ALB,52,83.023
Mexico City,2025,ALB,53,81.935
Mexico City,2025,ALB,54,81.672
Mexico City,2025,ALB,55,81.81
Mexico City,2025,ALB,56,81.786
Mexico City,2025,ALB,57,81.594
Mexico City,2025,ALB,58,81.641
Mexico City,2025,ALB,59,81.316
Mexico City,2025,ALB,60,81.66
Mexico City,2025,ALB,61,82.015
Mexico City,2025,ALB,62,81.765
Mexico City,2025,ALB,63,81.936
Mexico City,2025,ALB,64,83.514
Hungary,2025,SAI,19,82.169
Hungary,2025,SAI,20,81.99
Hungary,2025,SAI,21,82.139
Hungary,2025,SAI,22,82.132
Hungary,2025,SAI,23,82.256
Hungary,2025,SAI,24,82.173
Hungary,2025,SAI,25,82.565
Hungary,2025,SAI,26,82.688
Hungary,2025,SAI,27,83.468
Hungary,2025,SAI,28,83.441
Hungary,2025,SAI,29,83.936
Hungary,2025,SAI,30,84.542
Hungary,2025,SAI,31,84.228
Hungary,2025,SAI,32,83.599
Hungary,2025,SAI,33,83.6
Hungary,2025,SAI,34,82.465
Hungary,2025,SAI,35,83.097
Hungary,2025,SAI,36,82.865
Hungary,2025,SAI,37,82.701
Hungary,2025,SAI,38,82.842
Hungary,2025,SAI,39,82.923
Hungary,2025,SAI,40,84.221
Hungary,2025,SAI,41,82.741
Hungary,2025,SAI,42,82.78
Hungary,2025,SAI,43,82.639
Hungary,2025,SAI,44,84.118
Hungary,2025,SAI,45,82.424
Hungary,2025,SAI,46,83.843
Hungary,2025,SAI,47,82.44
Hungary,2025,SAI,48,83.382
Hungary,2025,SAI,49,82.488
Hungary,2025,SAI,50,82.577
Hungary,2025,SAI,53,82.526
Hungary,2025,SAI,54,79.79
Hungary,2025,SAI,55,80.267
Hungary,2025,SAI,56,80.46
Hungary,2025,SAI,57,80.541
Hungary,2025,SAI,58,80.861
Hungary,2025,SAI,59,81.675
Hungary,2025,SAI,60,80.839
Hungary,2025,SAI,61,82.175
Hungary,2025,SAI,62,83.355
Hungary,2025,SAI,63,82.614
Hungary,2025,SAI,64,81.854
Hungary,2025,SAI,65,83.148
Bahrain,2025,HUL,19,99.272
Bahrain,2025,HUL,20,99.402
Bahrain,2025,HUL,21,99.772
Bahrain,2025,HUL,22,99.525
Bahrain,2025,HUL,23,99.39
Bahrain,2025,HUL,24,99.462
Bahrain,2025,HUL,25,99.521
Bahrain,2025,HUL,26,99.6
Bahrain,2025,HUL,29,100.521
Bahrain,2025,HUL,30,97.753
Bahrain,2025,HUL,31,97.338
Bahrain,2025,HUL,36,97.758
Bahrain,2025,HUL,37,98.943
Bahrain,2025,HUL,38,98.15
Bahrain,2025,HUL,39,97.91
Bahrain,2025,HUL,40,98.276
Bahrain,2025,HUL,41,98.662
Bahrain,2025,HUL,42,99.119
Bahrain,2025,HUL,43,98.678
Bahrain,2025,HUL,44,97.459
Bahrain,2025,HUL,45,97.839
Bahrain,2025,HUL,46,97.924
Bahrain,2025,HUL,47,97.61
Bahrain,2025,HUL,48,97.925
Bahrain,2025,HUL,49,98.15
Bahrain,2025,HUL,50,98.014
Bahrain,2025,HUL,51,97.886
Bahrain,2025,HUL,52,97.992
Bahrain,2025,HUL,53,98.025
Bahrain,2025,GAS,19,99.151
Bahrain,2025,GAS,20,98.112
Bahrain,2025,GAS,21,98.441
Bahrain,2025,GAS,22,98.193
Bahrain,2025,GAS,23,98.346
Bahrain,2025,GAS,24,98.616
Bahrain,2025,GAS,25,98.44
Bahrain,2025,GAS,26,98.695
Bahrain,2025,GAS,27,98.898
Bahrain,2025,GAS,30,98.752
Bahrain,2025,GAS,31,97.268
Bahrain,2025,GAS,36,97.691
Bahrain,2025,GAS,37,97.431
Bahrain,2025,GAS,38,97.189
Bahrain,2025,GAS,39,96.682
Bahrain,2025,GAS,40,96.531
Bahrain,2025,GAS,41,96.981
Bahrain,2025,GAS,42,96.869
Bahrain,2025,GAS,43,97.257
Bahrain,2025,GAS,44,97.185
Bahrain,2025,GAS,45,97.232
Bahrain,2025,GAS,46,97.358
Bahrain,2025,GAS,47,97.227
Bahrain,2025,GAS,48,97.499
Bahrain,2025,GAS,49,97.667
Bahrain,2025,GAS,50,97.762
Bahrain,2025,GAS,51,97.898
Bahrain,2025,GAS,52,97.907
Bahrain,2025,GAS,53,98.227
Japan,2025,ANT,17,93.861
Japan,2025,ANT,18,93.912
Japan,2025,ANT,19,93.861
Japan,2025,ANT,20,93.754
Japan,2025,ANT,21,93.556
Japan,2025,ANT,22,93.147
Japan,2025,ANT,23,93.185
Japan,2025,ANT,24,93.152
Japan,2025,ANT,25,93.055
Japan,2025,ANT,26,93.097
Japan,2025,ANT,27,93.126
Japan,2025,ANT,28,93.347
Japan,2025,ANT,29,93.196
Japan,2025,ANT,30,92.961
Japan,2025,ANT,33,93.059
Japan,2025,ANT,34,91.4
Japan,2025,ANT,35,91.486
Japan,2025,ANT,36,91.54
Japan,2025,ANT,37,91.571
Japan,2025,ANT,38,91.697
Japan,2025,ANT,39,91.784
Japan,2025,ANT,40,91.844
Japan,2025,ANT,41,91.609
Japan,2025,ANT,42,91.357
Japan,2025,ANT,43,91.486
Japan,2025,ANT,44,91.495
Japan,2025,ANT,45,91.34
Japan,2025,ANT,46,91.307
Japan,2025,ANT,47,91.072
Japan,2025,ANT,48,91.238
Japan,2025,ANT,49,91.145
Emilia Romagna,2025,HAD,17,82.331
Emilia Romagna,2025,HAD,18,82.091
Emilia Romagna,2025,HAD,19,82.486
Emilia Romagna,2025,HAD,20,82.441
Emilia Romagna,2025,HAD,21,82.42
Emilia Romagna,2025,HAD,22,82.399
Emilia Romagna,2025,HAD,23,82.252
Emilia Romagna,2025,HAD,24,82.392
Emilia Romagna,2025,HAD,25,82.27
Emilia Romagna,2025,HAD,26,82.331
Emilia Romagna,2025,HAD,27,82.213
Emilia Romagna,2025,HAD,28,82.301
Emilia Romagna,2025,HAD,32,83.448
Emilia Romagna,2025,HAD,33,80.944
Emilia Romagna,2025,HAD,34,80.732
Emilia Romagna,2025,HAD,35,80.295
Emilia Romagna,2025,HAD,36,80.525
Emilia Romagna,2025,HAD,37,82.095
Emilia Romagna,2025,HAD,38,81.189
Emilia Romagna,2025,HAD,39,81.018
Emilia Romagna,2025,HAD,40,80.998
Emilia Romagna,2025,HAD,41,80.709
Emilia Romagna,2025,HAD,42,81.748
Emilia Romagna,2025,HAD,43,80.815
Emilia Romagna,2025,HAD,44,80.82
Emilia Romagna,2025,HAD,54,80.699
Emilia Romagna,2025,HAD,55,81.759
Emilia Romagna,2025,HAD,56,80.206
Emilia Romagna,2025,HAD,57,80.343
Emilia Romagna,2025,HAD,58,80.375
Emilia Romagna,2025,HAD,59,80.606
Las Vegas,2024,NOR,19,98.152
Las Vegas,2024,NOR,20,98.232
Las Vegas,2024,NOR,21,98.166
Las Vegas,2024,NOR,22,98.14
Las Vegas,2024,NOR,23,98.444
Las Vegas,2024,NOR,24,98.283
Las Vegas,2024,NOR,25,98.434
Las Vegas,2024,NOR,26,98.529
Las Vegas,2024,NOR,27,98.819
Las Vegas,2024,NOR,28,98.795
Las Vegas,2024,NOR,29,98.892
Las Vegas,2024,NOR,32,99.05
Las Vegas,2024,NOR,33,97.649
Las Vegas,2024,NOR,34,97.886
Las Vegas,2024,NOR,35,97.587
Las Vegas,2024,NOR,36,97.355
Las Vegas,2024,NOR,37,96.845
Las Vegas,2024,NOR,38,96.473
Las Vegas,2024,NOR,39,96.447
Las Vegas,2024,NOR,40,96.237
Las Vegas,2024,NOR,41,95.843
Las Vegas,2024,NOR,42,95.983
Las Vegas,2024,NOR,43,95.601
Las Vegas,2024,NOR,44,95.876
Qatar,2024,TSU,21,88.247
Qatar,2024,TSU,22,87.301
Qatar,2024,TSU,23,87.162
Qatar,2024,TSU,24,87.139
Qatar,2024,TSU,25,87.036
Qatar,2024,TSU,26,86.975
Qatar,2024,TSU,27,86.725
Qatar,2024,TSU,28,86.505
Qatar,2024,TSU,30,86.46
Qatar,2024,TSU,31,86.912
Qatar,2024,TSU,32,86.369
Qatar,2024,TSU,33,86.456
Qatar,2024,TSU,34,86.519
Qatar,2024,TSU,43,86.33
Qatar,2024,TSU,44,88.689
Qatar,2024,TSU,45,87.188
Qatar,2024,TSU,46,86.798
Qatar,2024,TSU,47,86.367
Qatar,2024,TSU,48,86.144
Qatar,2024,TSU,49,86.154
Qatar,2024,TSU,50,86.28
Qatar,2024,TSU,51,87.03
Qatar,2024,TSU,52,87.301
Qatar,2024,TSU,53,87.78
Bahrain,2024,RIC,20,98.35
Bahrain,2024,RIC,21,97.865
Bahrain,2024,RIC,22,97.392
Bahrain,2024,RIC,23,97.75
Bahrain,2024,RIC,24,97.772
Bahrain,2024,RIC,25,97.766
Bahrain,2024,RIC,26,97.973
Bahrain,2024,RIC,27,98.029
Bahrain,2024,RIC,28,98.152
Bahrain,2024,RIC,29,98.045
Bahrain,2024,RIC,30,97.96
Bahrain,2024,RIC,31,97.978
Bahrain,2024,RIC,32,98.154
Bahrain,2024,RIC,33,98.025
Bahrain,2024,RIC,34,98.15
Bahrain,2024,RIC,37,98.246
Bahrain,2024,RIC,38,95.163
Bahrain,2024,RIC,39,95.46
Bahrain,2024,RIC,40,95.475
Bahrain,2024,RIC,41,95.578
Bahrain,2024,RIC,42,95.644
Bahrain,2024,RIC,43,95.338
Bahrain,2024,RIC,44,95.56
Bahrain,2024,RIC,45,95.49
Bahrain,2024,RIC,46,95.57
Bahrain,2024,RIC,47,95.507
Bahrain,2024,RIC,48,95.831
Bahrain,2024,RIC,49,96.236
Bahrain,2024,RIC,50,96.442
Bahrain,2024,RIC,51,96.609
Bahrain,2024,RIC,52,97.103
Mexico City,2025,PIA,19,83.3
Mexico City,2025,PIA,20,83.79
Mexico City,2025,PIA,21,83.42
Mexico City,2025,PIA,22,83.254
Mexico City,2025,PIA,23,83.661
Mexico City,2025,PIA,26,83.502
Mexico City,2025,PIA,27,82.499
Mexico City,2025,PIA,28,81.767
Mexico City,2025,PIA,29,82.598
Mexico City,2025,PIA,30,81.616
Mexico City,2025,PIA,31,81.699
Mexico City,2025,PIA,32,81.866
Mexico City,2025,PIA,33,81.964
Mexico City,2025,PIA,34,83.793
Mexico City,2025,PIA,35,81.533
Mexico City,2025,PIA,36,82.175
Mexico City,2025,PIA,37,82.202
Mexico City,2025,PIA,38,82.379
Mexico City,2025,PIA,39,82.448
Mexico City,2025,PIA,40,82.664
Mexico City,2025,PIA,41,82.213
Mexico City,2025,PIA,42,83.173
Mexico City,2025,PIA,43,82.329
Mexico City,2025,PIA,44,82.351
Mexico City,2025,PIA,45,82.293
Mexico City,2025,PIA,46,82.419
Mexico City,2025,PIA,49,82.544
Mexico City,2025,PIA,50,82.614
Mexico City,2025,PIA,51,80.621
Mexico City,2025,PIA,52,80.466
Mexico City,2025,PIA,53,80.507
Mexico City,2025,PIA,54,80.422
Mexico City,2025,PIA,55,80.466
Mexico City,2025,PIA,56,80.665
Mexico City,2025,PIA,57,80.729
Mexico City,2025,PIA,58,81.063
Mexico City,2025,PIA,59,80.773
Mexico City,2025,PIA,60,81.452
Mexico City,2025,PIA,61,81.712
Mexico City,2025,PIA,62,81.474
Mexico City,2025,PIA,63,80.66
Mexico City,2025,PIA,64,80.788
Abu Dhabi,2024,LAW,19,90.723
Abu Dhabi,2024,LAW,20,90.896
Abu Dhabi,2024,LAW,21,90.725
Abu Dhabi,2024,LAW,22,90.796
Abu Dhabi,2024,LAW,26,91.167
Abu Dhabi,2024,LAW,27,89.611
Abu Dhabi,2024,LAW,28,89.637
Abu Dhabi,2024,LAW,31,89.585
Abu Dhabi,2024,LAW,32,89.599
Abu Dhabi,2024,LAW,33,89.434
Abu Dhabi,2024,LAW,34,89.25
Abu Dhabi,2024,LAW,35,89.315
Abu Dhabi,2024,LAW,36,89.143
Abu Dhabi,2024,LAW,37,89.307
Abu Dhabi,2024,LAW,38,89.562
Abu Dhabi,2024,LAW,39,89.492
Abu Dhabi,2024,LAW,40,89.459
Abu Dhabi,2024,LAW,41,89.195
Abu Dhabi,2024,LAW,42,89.079
Abu Dhabi,2024,LAW,43,88.994
Abu Dhabi,2024,LAW,44,91.416
Abu Dhabi,2024,LAW,45,89.297
Abu Dhabi,2024,LAW,46,89.188
Abu Dhabi,2024,LAW,47,89.048
Abu Dhabi,2024,LAW,48,91.416
Abu Dhabi,2024,LAW,49,89.587
Abu Dhabi,2024,LAW,50,89.558
Abu Dhabi,2024,LAW,51,88.851
Saudi Arabia,2025,NOR,19,94.017
Saudi Arabia,2025,NOR,20,93.869
Saudi Arabia,2025,NOR,21,93.675
Saudi Arabia,2025,NOR,22,93.874
Saudi Arabia,2025,NOR,23,93.632
Saudi Arabia,2025,NOR,24,93.598
Saudi Arabia,2025,NOR,25,93.301
Saudi Arabia,2025,NOR,26,93.637
Saudi Arabia,2025,NOR,27,93.443
Saudi Arabia,2025,NOR,28,93.342
Saudi Arabia,2025,NOR,29,93.335
Saudi Arabia,2025,NOR,30,93.259
Saudi Arabia,2025,NOR,31,93.156
Saudi Arabia,2025,NOR,32,92.952
Saudi Arabia,2025,NOR,33,93.017
Saudi Arabia,2025,NOR,36,93.095
Saudi Arabia,2025,NOR,37,92.432
Saudi Arabia,2025,NOR,38,92.13
Saudi Arabia,2025,NOR,39,92.143
Saudi Arabia,2025,NOR,40,92.192
Saudi Arabia,2025,NOR,41,92.432
Saudi Arabia,2025,NOR,42,91.778
Saudi Arabia,2025,NOR,43,91.992
Saudi Arabia,2025,NOR,44,91.857
Saudi Arabia,2025,NOR,45,92.057
Saudi Arabia,2025,NOR,46,92.113
Belgium,2024,PIA,20,108.233
Belgium,2024,PIA,21,108.175
Belgium,2024,PIA,22,108.376
Belgium,2024,PIA,23,108.179
Belgium,2024,PIA,24,108.352
Belgium,2024,PIA,25,108.163
Belgium,2024,PIA,26,107.98
Belgium,2024,PIA,27,107.519
Belgium,2024,PIA,28,107.024
Belgium,2024,PIA,29,107.609
Belgium,2024,PIA,32,107.653
Belgium,2024,PIA,33,105.84
Belgium,2024,PIA,34,106.265
Belgium,2024,PIA,35,106.528
Belgium,2024,PIA,36,108.312
Belgium,2024,PIA,37,107.179
Belgium,2024,PIA,38,107.136
Belgium,2024,PIA,39,106.648
Belgium,2024,PIA,40,106.445
Australia,2025,BOR,23,92.734
Australia,2025,BOR,24,92.966
Australia,2025,BOR,25,92.369
Australia,2025,BOR,26,92.235
Australia,2025,BOR,27,91.425
Australia,2025,BOR,28,91.406
Australia,2025,BOR,29,90.755
Australia,2025,BOR,30,91.329
China,2025,HAM,21,97.469
China,2025,HAM,22,99.319
China,2025,HAM,23,97.457
China,2025,HAM,24,97.3
China,2025,HAM,25,97.197
China,2025,HAM,26,97.504
China,2025,HAM,27,97.555
China,2025,HAM,28,97.41
China,2025,HAM,29,96.989
China,2025,HAM,30,97.23
China,2025,HAM,31,97.447
China,2025,HAM,32,97.482
China,2025,HAM,33,97.038
China,2025,HAM,34,97.572
China,2025,HAM,35,97.29
China,2025,HAM,36,96.957
China,2025,HAM,39,97.346
China,2025,HAM,40,95.839
China,2025,HAM,41,95.487
China,2025,HAM,42,95.069
China,2025,HAM,43,95.569
China,2025,HAM,44,95.526
China,2025,HAM,45,95.862
China,2025,HAM,46,95.349
China,2025,HAM,47,95.533
China,2025,HAM,48,95.77
China,2025,HAM,49,95.26
China,2025,HAM,50,95.077
China,2025,HAM,51,95.244
China,2025,HAM,52,95.465
Japan,2024,HUL,21,99.343
Japan,2024,HUL,22,99.78
Japan,2024,HUL,23,99.694
Japan,2024,HUL,24,98.965
Japan,2024,HUL,25,99.261
Japan,2024,HUL,26,98.781
Japan,2024,HUL,27,99.042
Japan,2024,HUL,28,99.256
Japan,2024,HUL,29,99.17
Japan,2024,HUL,30,99.951
Japan,2024,HUL,31,99.183
Japan,2024,HUL,32,99.465
Japan,2024,HUL,35,100.248
Japan,2024,HUL,36,95.937
Japan,2024,HUL,37,95.858
Japan,2024,HUL,38,95.933
Japan,2024,HUL,39,96.13
Japan,2024,HUL,40,95.853
Japan,2024,HUL,42,95.705
Japan,2024,HUL,43,96.374
Japan,2024,HUL,44,96.151
Japan,2024,HUL,45,96.769
Japan,2024,HUL,46,96.808
Japan,2024,HUL,47,98.169
Japan,2024,HUL,48,96.827
Emilia Romagna,2025,HUL,17,82.271
Emilia Romagna,2025,HUL,18,82.371
Emilia Romagna,2025,HUL,19,82.325
Emilia Romagna,2025,HUL,20,82.431
Emilia Romagna,2025,HUL,21,82.868
Emilia Romagna,2025,HUL,22,82.644
Emilia Romagna,2025,HUL,23,83.742
Emilia Romagna,2025,HUL,24,82.55
Emilia Romagna,2025,HUL,25,82.342
Emilia Romagna,2025,HUL,26,82.343
Emilia Romagna,2025,HUL,27,82.726
Emilia Romagna,2025,HUL,32,83.464
Emilia Romagna,2025,HUL,33,81.609
Emilia Romagna,2025,HUL,34,82.487
Emilia Romagna,2025,HUL,35,82.363
Emilia Romagna,2025,HUL,36,82.644
Emilia Romagna,2025,HUL,37,81.62
Emilia Romagna,2025,HUL,38,82.024
Emilia Romagna,2025,HUL,39,81.522
Emilia Romagna,2025,HUL,40,80.482
Emilia Romagna,2025,HUL,41,81.452
Emilia Romagna,2025,HUL,42,81.475
Emilia Romagna,2025,HUL,43,82.395
Emilia Romagna,2025,HUL,44,81.66
Emilia Romagna,2025,HUL,54,81.474
Emilia Romagna,2025,HUL,55,82.931
Emilia Romagna,2025,HUL,56,81.045
Emilia Romagna,2025,HUL,57,80.584
Emilia Romagna,2025,HUL,58,80.479
Emilia Romagna,2025,HUL,59,80.614
Miami,2024,MAG,17,94.125
Miami,2024,MAG,18,94.14
Miami,2024,MAG,19,94.036
Miami,2024,MAG,20,94.127
Miami,2024,MAG,21,94.121
Miami,2024,MAG,24,94.118
Miami,2024,MAG,25,93.148
Miami,2024,MAG,26,93.181
Miami,2024,MAG,27,94.371
Miami,2024,MAG,33,93.379
Miami,2024,MAG,34,91.774
Miami,2024,MAG,35,92.23
Miami,2024,MAG,36,91.993
Miami,2024,MAG,37,92.206
Miami,2024,MAG,38,91.985
Miami,2024,MAG,39,92.074
Miami,2024,MAG,40,92.318
Miami,2024,MAG,41,92.462
Miami,2024,MAG,42,92.336
Miami,2024,MAG,43,92.3
Miami,2024,MAG,44,92.087
Miami,2024,MAG,45,92.287
Miami,2024,MAG,46,92.279
Miami,2024,MAG,47,93.068
Miami,2024,MAG,48,92.989
Miami,2024,MAG,49,92.384
Miami,2024,MAG,50,92.344
Miami,2024,MAG,51,92.395
Miami,2024,MAG,52,92.433
Miami,2024,MAG,53,93.125
Las Vegas,2024,ALO,19,99.432
Las Vegas,2024,ALO,20,99.761
Las Vegas,2024,ALO,21,98.612
Las Vegas,2024,ALO,22,98.989
Las Vegas,2024,ALO,23,99.515
Las Vegas,2024,ALO,26,101.065
Las Vegas,2024,ALO,27,97.924
Las Vegas,2024,ALO,28,98.422
Las Vegas,2024,ALO,29,98.655
Las Vegas,2024,ALO,30,98.034
Las Vegas,2024,ALO,31,97.818
Las Vegas,2024,ALO,32,98.053
Las Vegas,2024,ALO,33,97.531
Las Vegas,2024,ALO,34,97.634
Las Vegas,2024,ALO,35,97.932
Las Vegas,2024,ALO,36,97.883
Las Vegas,2024,ALO,37,98.853
Las Vegas,2024,ALO,38,97.82
Las Vegas,2024,ALO,39,97.565
Las Vegas,2024,ALO,40,96.553
Las Vegas,2024,ALO,41,97.174
Las Vegas,2024,ALO,42,97.681
Las Vegas,2024,ALO,43,98.078
Las Vegas,2024,ALO,44,97.775
Las Vegas,2024,ALO,45,97.754
Las Vegas,2024,ALO,46,98.527
Miami,2024,SAR,19,93.68
Miami,2024,SAR,20,93.542
Miami,2024,SAR,21,93.715
Canada,2024,RIC,18,87.787
Canada,2024,RIC,19,86.959
Canada,2024,RIC,20,86.679
Canada,2024,RIC,21,86.554
Canada,2024,RIC,22,86.135
Canada,2024,RIC,23,85.962
Canada,2024,RIC,30,86.684
Canada,2024,RIC,31,90.655
Canada,2024,RIC,32,92.15
Canada,2024,RIC,33,91.669
Canada,2024,RIC,34,89.874
Canada,2024,RIC,35,89.15
Canada,2024,RIC,36,88.634
Canada,2024,RIC,37,88.337
Canada,2024,RIC,38,86.916
Canada,2024,RIC,39,86.647
Canada,2024,RIC,40,86.446
Canada,2024,RIC,42,86.329
Canada,2024,RIC,45,85.748
Canada,2024,RIC,46,84.267
Canada,2024,RIC,47,83.788
Canada,2024,RIC,48,83.86
Canada,2024,RIC,50,84.303
Canada,2024,RIC,51,79.638
Canada,2024,RIC,59,79.014
Canada,2024,RIC,60,81.225
Canada,2024,RIC,61,78.796
Canada,2024,RIC,62,79.187
Canada,2024,RIC,63,78.351
Canada,2024,RIC,64,77.877
Canada,2024,RIC,65,77.868
Spain,2025,GAS,19,82.752
Spain,2025,GAS,20,81.937
Spain,2025,GAS,21,81.663
Spain,2025,GAS,22,81.802
Spain,2025,GAS,23,81.865
Spain,2025,GAS,24,82.333
Spain,2025,GAS,25,83.215
Spain,2025,GAS,26,82.755
Spain,2025,GAS,27,82.284
Spain,2025,GAS,28,82.195
Spain,2025,GAS,29,83.234
Spain,2025,GAS,30,82.303
Spain,2025,GAS,33,82.258
Spain,2025,GAS,34,81.034
Spain,2025,GAS,35,81.605
Spain,2025,GAS,36,81.279
Spain,2025,GAS,37,82.88
Spain,2025,GAS,38,81.429
Spain,2025,GAS,39,82.23
Spain,2025,GAS,40,81.231
Spain,2025,GAS,41,82.499
Spain,2025,GAS,42,81.126
Spain,2025,GAS,43,80.758
Spain,2025,GAS,44,80.81
Spain,2025,GAS,45,81.204
Spain,2025,GAS,46,80.75
Spain,2025,GAS,47,80.563
Spain,2025,GAS,48,80.421
Spain,2025,GAS,49,80.624
Spain,2025,GAS,50,80.646
Spain,2025,GAS,51,80.035
Spain,2025,GAS,52,81.884
Spain,2025,GAS,53,82.812
Spain,2025,GAS,61,80.163
Spain,2025,GAS,62,80.103
Spain,2024,SAI,19,79.85
Spain,2024,SAI,20,81.079
Spain,2024,SAI,21,80.0
Spain,2024,SAI,22,80.125
Spain,2024,SAI,23,79.952
Spain,2024,SAI,24,80.261
Spain,2024,SAI,25,80.205
Spain,2024,SAI,26,79.709
Spain,2024,SAI,27,80.273
Spain,2024,SAI,28,81.788
Spain,2024,SAI,29,80.458
Spain,2024,SAI,30,80.061
Spain,2024,SAI,31,80.376
Spain,2024,SAI,32,80.642
Spain,2024,SAI,33,80.183
Spain,2024,SAI,34,80.145
Spain,2024,SAI,35,80.231
Spain,2024,SAI,38,80.708
Spain,2024,SAI,39,78.86
Spain,2024,SAI,40,78.539
Spain,2024,SAI,41,79.184
Spain,2024,SAI,42,78.909
Spain,2024,SAI,43,79.135
Spain,2024,SAI,44,79.157
Spain,2024,SAI,45,79.192
Spain,2024,SAI,46,79.136
Spain,2024,SAI,47,80.032
Spain,2024,SAI,48,79.02
Spain,2024,SAI,49,79.318
Spain,2024,SAI,50,79.52
Spain,2024,SAI,51,79.202
Spain,2024,SAI,52,79.046
Spain,2024,SAI,53,79.046
Spain,2024,SAI,54,79.259
Spain,2024,SAI,55,79.017
Spain,2024,SAI,56,81.334
Spain,2024,SAI,57,79.047
Spain,2024,SAI,58,78.97
Spain,2024,SAI,59,78.871
Spain,2024,SAI,60,78.978
Spain,2024,SAI,61,79.115
Spain,2024,SAI,62,79.151
Qatar,2025,ANT,21,86.509
Qatar,2025,ANT,22,86.522
Qatar,2025,ANT,23,86.748
Qatar,2025,ANT,24,86.735
Qatar,2025,ANT,25,86.626
Qatar,2025,ANT,26,86.608
Qatar,2025,ANT,27,86.574
Qatar,2025,ANT,28,86.425
Qatar,2025,ANT,29,86.554
Qatar,2025,ANT,30,86.365
Qatar,2025,ANT,31,88.262
Qatar,2025,ANT,34,86.25
Qatar,2025,ANT,35,85.173
Qatar,2025,ANT,36,84.738
Qatar,2025,ANT,37,84.755
Qatar,2025,ANT,38,84.389
Qatar,2025,ANT,39,84.429
Qatar,2025,ANT,40,84.651
Qatar,2025,ANT,41,84.464
Qatar,2025,ANT,42,84.416
Qatar,2025,ANT,43,84.395
Qatar,2025,ANT,44,84.308
Qatar,2025,ANT,45,84.411
Qatar,2025,ANT,46,84.315
Qatar,2025,ANT,47,84.147
Qatar,2025,ANT,48,84.176
Qatar,2025,ANT,49,84.032
Qatar,2025,ANT,50,84.453
Qatar,2025,ANT,51,84.076
Qatar,2025,ANT,52,84.122
Qatar,2025,ANT,53,83.975
Netherlands,2025,HAD,17,76.267
Netherlands,2025,HAD,18,76.515
Netherlands,2025,HAD,19,76.378
Netherlands,2025,HAD,20,76.358
Netherlands,2025,HAD,21,76.584
Netherlands,2025,HAD,22,76.532
