race,year,driver,start_lap,last_lap_time
Austria,2025,HUL,51,70.645
Austria,2025,HUL,52,70.162
Austria,2025,HUL,53,70.293
Austria,2025,HUL,54,69.945
Austria,2025,HUL,55,69.857
Austria,2025,HUL,56,70.188
Austria,2025,HUL,57,69.872
Austria,2025,HUL,58,69.459
Austria,2025,HUL,59,69.661
Austria,2025,HUL,60,69.46
Austria,2025,HUL,61,69.792
Austria,2025,HUL,62,69.742
Austria,2025,HUL,63,69.996
Austria,2025,HUL,64,71.67
Austria,2025,HUL,65,70.646
United States,2025,PIA,21,100.329
United States,2025,PIA,22,100.177
United States,2025,PIA,23,100.452
United States,2025,PIA,24,99.955
United States,2025,PIA,25,100.392
United States,2025,PIA,26,100.638
United States,2025,PIA,27,100.74
United States,2025,PIA,28,100.816
United States,2025,PIA,29,100.668
United States,2025,PIA,32,100.76
United States,2025,PIA,33,99.934
United States,2025,PIA,35,99.236
United States,2025,PIA,36,98.615
United States,2025,PIA,37,99.131
United States,2025,PIA,38,98.735
United States,2025,PIA,39,98.934
United States,2025,PIA,40,98.974
United States,2025,PIA,41,98.948
United States,2025,PIA,42,99.223
United States,2025,PIA,43,99.183
United States,2025,PIA,44,98.982
United States,2025,PIA,45,98.861
United States,2025,PIA,46,98.646
United States,2025,PIA,47,98.831
United States,2025,PIA,48,98.758
United States,2025,PIA,49,98.769
United States,2025,PIA,50,98.908
United States,2025,PIA,51,98.783
United States,2025,PIA,52,98.784
São Paulo,2025,HAM,26,76.093
São Paulo,2025,HAM,27,75.65
São Paulo,2025,HAM,28,75.978
São Paulo,2025,HAM,29,75.612
São Paulo,2025,HAM,30,75.58
Canada,2025,BEA,17,78.484
Canada,2025,BEA,20,78.656
Canada,2025,BEA,21,76.535
Canada,2025,BEA,22,77.183
Canada,2025,BEA,23,76.903
Canada,2025,BEA,24,76.686
Canada,2025,BEA,25,76.668
Canada,2025,BEA,26,76.8
Canada,2025,BEA,27,76.541
Canada,2025,BEA,28,76.708
Canada,2025,BEA,29,76.479
Canada,2025,BEA,30,77.059
Canada,2025,BEA,31,77.169
Canada,2025,BEA,32,76.848
Canada,2025,BEA,33,79.709
Canada,2025,BEA,34,77.403
Canada,2025,BEA,35,76.64
Canada,2025,BEA,36,76.96
Canada,2025,BEA,37,77.123
Canada,2025,BEA,38,77.212
Canada,2025,BEA,39,78.286
Canada,2025,BEA,40,77.027
Canada,2025,BEA,41,77.06
Canada,2025,BEA,42,76.813
Canada,2025,BEA,43,77.275
Canada,2025,BEA,44,77.077
Canada,2025,BEA,45,76.814
Canada,2025,BEA,46,77.83
Canada,2025,BEA,47,77.621
Canada,2025,BEA,49,77.889
Canada,2025,BEA,50,76.475
Canada,2025,BEA,51,76.386
Canada,2025,BEA,52,76.022
Canada,2025,BEA,53,76.151
Canada,2025,BEA,54,75.947
Canada,2025,BEA,55,75.643
Canada,2025,BEA,56,76.646
Canada,2025,BEA,57,79.137
Canada,2025,BEA,58,78.924
Canada,2025,BEA,59,78.076
Canada,2025,BEA,60,77.427
Italy,2025,NOR,17,83.089
Italy,2025,NOR,18,83.232
Italy,2025,NOR,19,83.189
Italy,2025,NOR,20,83.289
Italy,2025,NOR,21,83.049
Italy,2025,NOR,22,82.998
Italy,2025,NOR,23,82.965
Italy,2025,NOR,24,82.892
Italy,2025,NOR,25,82.967
Italy,2025,NOR,26,83.082
Italy,2025,NOR,27,82.841
Italy,2025,NOR,28,82.835
Italy,2025,NOR,29,83.072
Italy,2025,NOR,30,82.757
Italy,2025,NOR,31,82.639
Italy,2025,NOR,32,83.189
Italy,2025,NOR,33,82.776
Italy,2025,NOR,34,82.655
Italy,2025,NOR,35,82.554
Italy,2025,NOR,36,82.647
Italy,2025,NOR,37,82.638
Italy,2025,NOR,38,82.48
Italy,2025,NOR,39,82.809
Italy,2025,NOR,40,82.691
Italy,2025,NOR,42,82.621
Italy,2025,NOR,43,82.59
Italy,2025,NOR,44,82.904
Italy,2025,NOR,45,82.388
Italy,2025,NOR,48,82.781
Italy,2025,NOR,49,81.038
Belgium,2025,ALB,22,107.431
Belgium,2025,ALB,23,107.63
Belgium,2025,ALB,24,107.515
Belgium,2025,ALB,25,107.512
Belgium,2025,ALB,26,107.374
Belgium,2025,ALB,27,107.538
Belgium,2025,ALB,28,107.162
Belgium,2025,ALB,29,107.19
Belgium,2025,ALB,30,107.372
Belgium,2025,ALB,31,107.153
Belgium,2025,ALB,32,107.077
Belgium,2025,ALB,33,107.129
Belgium,2025,ALB,34,107.211
Belgium,2025,ALB,35,107.36
Belgium,2025,ALB,36,107.049
Belgium,2025,ALB,37,106.901
Belgium,2025,ALB,38,107.214
Belgium,2025,ALB,39,106.813
Belgium,2025,ALB,40,106.848
Emilia Romagna,2025,BEA,17,82.664
Emilia Romagna,2025,BEA,18,82.666
Emilia Romagna,2025,BEA,19,82.959
Emilia Romagna,2025,BEA,20,83.244
Emilia Romagna,2025,BEA,21,82.972
Emilia Romagna,2025,BEA,22,82.896
Emilia Romagna,2025,BEA,23,82.871
Emilia Romagna,2025,BEA,24,83.377
Emilia Romagna,2025,BEA,25,81.885
Emilia Romagna,2025,BEA,26,81.979
Emilia Romagna,2025,BEA,27,81.934
Emilia Romagna,2025,BEA,33,81.948
Emilia Romagna,2025,BEA,34,80.04
Emilia Romagna,2025,BEA,35,80.348
Emilia Romagna,2025,BEA,36,80.124
Emilia Romagna,2025,BEA,37,80.251
Emilia Romagna,2025,BEA,38,80.149
Emilia Romagna,2025,BEA,39,79.885
Emilia Romagna,2025,BEA,40,79.96
Emilia Romagna,2025,BEA,41,79.649
Emilia Romagna,2025,BEA,42,80.211
Emilia Romagna,2025,BEA,43,80.051
Emilia Romagna,2025,BEA,44,80.233
Emilia Romagna,2025,BEA,54,80.394
Emilia Romagna,2025,BEA,55,82.952
Emilia Romagna,2025,BEA,56,82.096
Emilia Romagna,2025,BEA,57,81.396
Emilia Romagna,2025,BEA,58,80.713
Emilia Romagna,2025,BEA,59,80.42
China,2025,HAD,22,97.875
China,2025,HAD,23,98.073
China,2025,HAD,24,97.89
China,2025,HAD,25,98.056
China,2025,HAD,26,98.263
China,2025,HAD,27,98.268
China,2025,HAD,28,98.034
China,2025,HAD,29,97.675
China,2025,HAD,30,97.698
China,2025,HAD,31,98.049
China,2025,HAD,32,98.002
China,2025,HAD,35,98.078
China,2025,HAD,36,95.868
China,2025,HAD,37,97.111
China,2025,HAD,38,97.506
China,2025,HAD,39,96.832
China,2025,HAD,40,96.708
China,2025,HAD,41,96.73
China,2025,HAD,42,96.502
China,2025,HAD,43,96.572
China,2025,HAD,44,97.282
China,2025,HAD,45,97.109
China,2025,HAD,46,98.6
China,2025,HAD,47,97.096
China,2025,HAD,48,96.672
China,2025,HAD,49,97.194
China,2025,HAD,50,97.753
China,2025,HAD,51,97.293
China,2025,HAD,52,96.503
Azerbaijan,2025,SAI,24,105.71
Azerbaijan,2025,SAI,25,105.817
Azerbaijan,2025,SAI,26,105.976
Azerbaijan,2025,SAI,29,105.823
Azerbaijan,2025,SAI,30,105.038
Azerbaijan,2025,SAI,31,105.031
Azerbaijan,2025,SAI,32,105.038
Azerbaijan,2025,SAI,33,105.19
Azerbaijan,2025,SAI,34,105.055
Azerbaijan,2025,SAI,35,104.992
Azerbaijan,2025,SAI,36,105.23
Azerbaijan,2025,SAI,37,105.362
Azerbaijan,2025,SAI,38,104.713
Azerbaijan,2025,SAI,39,104.786
Azerbaijan,2025,SAI,40,104.877
Azerbaijan,2025,SAI,41,105.53
Azerbaijan,2025,SAI,42,105.22
Azerbaijan,2025,SAI,43,104.866
Azerbaijan,2025,SAI,44,104.437
Azerbaijan,2025,SAI,45,104.354
Azerbaijan,2025,SAI,46,104.013
Azerbaijan,2025,SAI,47,104.498
Spain,2024,MAG,19,81.287
Spain,2024,MAG,20,80.95
Spain,2024,MAG,21,82.488
Spain,2024,MAG,22,81.786
Spain,2024,MAG,23,81.595
Spain,2024,MAG,24,82.566
Spain,2024,MAG,25,82.057
Spain,2024,MAG,26,81.716
Spain,2024,MAG,27,81.817
Spain,2024,MAG,28,82.342
Spain,2024,MAG,31,81.945
Spain,2024,MAG,32,80.045
Spain,2024,MAG,33,79.927
Spain,2024,MAG,34,79.805
Spain,2024,MAG,35,80.206
Spain,2024,MAG,36,80.298
Spain,2024,MAG,37,80.48
Spain,2024,MAG,38,80.488
Spain,2024,MAG,39,80.327
Spain,2024,MAG,40,80.62
Spain,2024,MAG,41,81.685
Spain,2024,MAG,42,80.948
Spain,2024,MAG,43,80.912
Spain,2024,MAG,44,81.033
Spain,2024,MAG,45,81.124
Spain,2024,MAG,46,80.884
Spain,2024,MAG,47,81.131
Spain,2024,MAG,48,80.967
Spain,2024,MAG,49,81.784
Spain,2024,MAG,50,80.94
Spain,2024,MAG,51,81.147
Spain,2024,MAG,52,83.892
Spain,2024,MAG,53,82.938
Spain,2024,MAG,54,81.932
Spain,2024,MAG,55,80.894
Spain,2024,MAG,56,80.638
Spain,2024,MAG,57,80.584
Spain,2024,MAG,58,82.164
Spain,2024,MAG,59,81.049
Spain,2024,MAG,60,80.796
Spain,2024,MAG,61,80.996
Singapore,2024,HUL,17,99.054
Singapore,2024,HUL,18,98.771
Singapore,2024,HUL,19,98.858
Singapore,2024,HUL,20,99.143
Singapore,2024,HUL,21,99.438
Singapore,2024,HUL,22,99.25
Singapore,2024,HUL,23,99.128
Singapore,2024,HUL,24,99.465
Singapore,2024,HUL,25,99.268
Singapore,2024,HUL,26,99.691
Singapore,2024,HUL,27,99.569
Singapore,2024,HUL,28,99.773
Singapore,2024,HUL,31,101.269
Singapore,2024,HUL,32,98.546
Singapore,2024,HUL,33,98.385
Singapore,2024,HUL,34,97.8
Singapore,2024,HUL,35,98.002
Singapore,2024,HUL,36,97.47
Singapore,2024,HUL,37,97.827
Singapore,2024,HUL,38,98.49
Singapore,2024,HUL,39,97.941
Singapore,2024,HUL,40,97.811
Singapore,2024,HUL,41,97.919
Singapore,2024,HUL,42,97.994
Singapore,2024,HUL,43,97.911
Singapore,2024,HUL,44,98.072
Singapore,2024,HUL,45,97.795
Singapore,2024,HUL,46,97.714
Singapore,2024,HUL,47,97.919
Singapore,2024,HUL,48,97.743
Singapore,2024,HUL,49,98.022
Singapore,2024,HUL,50,98.147
Singapore,2024,HUL,51,98.705
Singapore,2024,HUL,52,98.235
Singapore,2024,HUL,53,98.144
Singapore,2024,HUL,54,98.136
Singapore,2024,HUL,55,98.051
Singapore,2024,HUL,56,98.511
Singapore,2024,HUL,57,98.312
Canada,2024,VER,18,89.256
Canada,2024,VER,19,86.436
Canada,2024,VER,20,86.001
Canada,2024,VER,21,86.265
Canada,2024,VER,22,86.578
Canada,2024,VER,23,86.59
Canada,2024,VER,24,86.591
Canada,2024,VER,30,87.034
Canada,2024,VER,31,86.187
Canada,2024,VER,32,89.219
Canada,2024,VER,33,90.715
Canada,2024,VER,34,89.528
Canada,2024,VER,35,87.754
Canada,2024,VER,36,86.792
Canada,2024,VER,37,86.269
Canada,2024,VER,38,85.748
Canada,2024,VER,39,85.386
Canada,2024,VER,40,84.859
Canada,2024,VER,42,84.711
Canada,2024,VER,43,84.079
Canada,2024,VER,44,84.292
Canada,2024,VER,47,84.381
Canada,2024,VER,48,82.905
Canada,2024,VER,50,80.47
Canada,2024,VER,51,78.596
Canada,2024,VER,59,78.109
Canada,2024,VER,60,78.361
Canada,2024,VER,61,77.472
Canada,2024,VER,62,76.625
Canada,2024,VER,63,76.318
Canada,2024,VER,64,75.983
Spain,2025,RUS,17,81.547
Spain,2025,RUS,18,81.382
Spain,2025,RUS,19,81.732
Spain,2025,RUS,22,82.971
Spain,2025,RUS,23,79.163
Spain,2025,RUS,24,79.512
Spain,2025,RUS,25,80.074
Spain,2025,RUS,26,80.411
Spain,2025,RUS,27,80.592
Spain,2025,RUS,28,80.311
Spain,2025,RUS,29,80.726
Spain,2025,RUS,30,80.349
Spain,2025,RUS,31,80.427
Spain,2025,RUS,32,80.421
Spain,2025,RUS,33,80.533
Spain,2025,RUS,34,80.669
Spain,2025,RUS,35,80.421
Spain,2025,RUS,36,80.619
Spain,2025,RUS,37,80.368
Spain,2025,RUS,38,80.537
Spain,2025,RUS,39,80.524
Spain,2025,RUS,40,80.499
Spain,2025,RUS,43,80.888
Spain,2025,RUS,44,78.437
Spain,2025,RUS,45,79.079
Spain,2025,RUS,46,79.176
Spain,2025,RUS,47,79.351
Spain,2025,RUS,48,79.393
Spain,2025,RUS,49,79.047
Spain,2025,RUS,50,79.121
Spain,2025,RUS,51,79.416
Spain,2025,RUS,52,79.471
Spain,2025,RUS,53,79.28
Spain,2025,RUS,54,79.426
Spain,2025,RUS,61,79.578
Spain,2025,RUS,62,78.843
Netherlands,2025,LEC,17,76.742
Netherlands,2025,LEC,18,76.589
Netherlands,2025,LEC,19,76.265
Netherlands,2025,LEC,20,76.18
Netherlands,2025,LEC,21,76.611
Netherlands,2025,LEC,27,76.487
Netherlands,2025,LEC,28,76.399
Netherlands,2025,LEC,29,75.675
Netherlands,2025,LEC,30,75.433
Netherlands,2025,LEC,33,74.953
Netherlands,2025,LEC,34,74.557
Netherlands,2025,LEC,36,74.633
Netherlands,2025,LEC,37,74.91
Netherlands,2025,LEC,38,75.235
Netherlands,2025,LEC,39,75.107
Netherlands,2025,LEC,40,75.03
Netherlands,2025,LEC,41,75.179
Netherlands,2025,LEC,42,75.434
Netherlands,2025,LEC,43,75.268
Netherlands,2025,LEC,44,74.982
Netherlands,2025,LEC,45,75.145
Netherlands,2025,LEC,46,75.071
Netherlands,2025,LEC,47,75.063
Austria,2025,HAD,19,71.672
Austria,2025,HAD,20,72.465
Austria,2025,HAD,21,72.607
Austria,2025,HAD,22,72.297
Austria,2025,HAD,23,72.202
Austria,2025,HAD,24,72.05
Austria,2025,HAD,25,71.986
Austria,2025,HAD,26,71.315
Austria,2025,HAD,27,72.602
Austria,2025,HAD,31,71.94
Austria,2025,HAD,32,70.665
Austria,2025,HAD,33,70.518
Austria,2025,HAD,34,70.618
Austria,2025,HAD,35,70.78
Austria,2025,HAD,36,70.735
Austria,2025,HAD,37,70.515
Austria,2025,HAD,38,70.467
Austria,2025,HAD,39,70.269
Austria,2025,HAD,40,70.337
Austria,2025,HAD,41,70.204
Austria,2025,HAD,42,70.305
Austria,2025,HAD,43,70.237
Austria,2025,HAD,44,70.379
Austria,2025,HAD,45,70.225
Austria,2025,HAD,46,70.374
Austria,2025,HAD,47,71.21
Austria,2025,HAD,48,70.412
Austria,2025,HAD,49,70.455
Austria,2025,HAD,50,70.323
Austria,2025,HAD,51,70.635
Austria,2025,HAD,52,71.225
Austria,2025,HAD,53,71.224
Austria,2025,HAD,54,71.214
Austria,2025,HAD,55,71.468
Austria,2025,HAD,56,71.43
Austria,2025,HAD,57,72.16
Austria,2025,HAD,58,72.158
Austria,2025,HAD,59,71.845
Austria,2025,HAD,60,71.899
Austria,2025,HAD,61,72.266
Austria,2025,HAD,62,71.264
Austria,2025,HAD,63,71.258
Austria,2025,HAD,64,71.407
Austria,2025,HAD,65,71.056
Mexico City,2025,COL,19,84.416
Mexico City,2025,COL,20,84.765
Mexico City,2025,COL,21,84.503
Mexico City,2025,COL,22,85.122
Mexico City,2025,COL,23,84.43
Mexico City,2025,COL,24,84.338
Mexico City,2025,COL,25,84.344
Mexico City,2025,COL,26,84.533
Mexico City,2025,COL,27,85.382
Mexico City,2025,COL,28,84.407
Mexico City,2025,COL,29,84.671
Mexico City,2025,COL,30,84.188
Mexico City,2025,COL,31,84.364
Mexico City,2025,COL,32,84.383
Mexico City,2025,COL,33,84.606
Mexico City,2025,COL,34,84.683
Mexico City,2025,COL,35,83.59
Mexico City,2025,COL,36,84.271
Mexico City,2025,COL,37,84.082
Mexico City,2025,COL,38,84.323
Mexico City,2025,COL,39,84.149
Mexico City,2025,COL,40,83.752
Mexico City,2025,COL,41,83.994
Mexico City,2025,COL,42,84.202
Mexico City,2025,COL,43,84.066
Mexico City,2025,COL,44,84.918
Mexico City,2025,COL,45,84.759
Mexico City,2025,COL,46,83.983
Mexico City,2025,COL,47,83.913
Mexico City,2025,COL,50,84.132
Mexico City,2025,COL,51,81.342
Mexico City,2025,COL,52,81.565
Mexico City,2025,COL,53,81.65
Mexico City,2025,COL,54,81.829
Mexico City,2025,COL,55,81.746
Mexico City,2025,COL,56,81.659
Mexico City,2025,COL,57,81.919
Mexico City,2025,COL,58,81.574
Mexico City,2025,COL,59,81.824
Mexico City,2025,COL,60,81.617
Mexico City,2025,COL,61,81.757
Mexico City,2025,COL,62,81.739
Mexico City,2025,COL,63,81.792
Australia,2025,NOR,23,90.3
Australia,2025,NOR,24,89.922
Australia,2025,NOR,25,89.687
Australia,2025,NOR,26,89.601
Australia,2025,NOR,27,89.16
Australia,2025,NOR,28,89.25
Australia,2025,NOR,29,89.097
Australia,2025,NOR,30,88.357
Australia,2025,NOR,31,88.032
Australia,2025,NOR,32,87.695
Australia,2025,NOR,33,87.8
Australia,2025,NOR,42,87.495
Australia,2025,NOR,43,83.797
Australia,2025,NOR,46,82.167
Australia,2025,NOR,52,91.567
Australia,2025,NOR,53,93.198
Monaco,2025,LAW,24,76.784
Monaco,2025,LAW,25,76.712
Monaco,2025,LAW,26,77.59
Monaco,2025,LAW,27,77.456
Monaco,2025,LAW,28,77.04
Monaco,2025,LAW,29,76.902
Monaco,2025,LAW,30,76.74
Monaco,2025,LAW,33,76.607
Monaco,2025,LAW,34,78.285
Monaco,2025,LAW,35,76.425
Monaco,2025,LAW,36,75.942
Monaco,2025,LAW,38,80.271
Monaco,2025,LAW,39,75.964
Monaco,2025,LAW,42,75.8
Monaco,2025,LAW,43,76.743
Monaco,2025,LAW,44,75.931
Monaco,2025,LAW,45,75.958
Monaco,2025,LAW,46,75.605
Monaco,2025,LAW,47,75.476
Monaco,2025,LAW,48,75.461
Monaco,2025,LAW,49,75.418
Monaco,2025,LAW,50,75.567
Monaco,2025,LAW,51,75.479
Monaco,2025,LAW,52,75.399
Monaco,2025,LAW,53,75.377
Monaco,2025,LAW,54,75.356
Monaco,2025,LAW,55,75.321
Monaco,2025,LAW,56,75.597
Monaco,2025,LAW,57,76.96
Monaco,2025,LAW,58,76.583
Monaco,2025,LAW,59,77.684
Monaco,2025,LAW,60,76.772
Monaco,2025,LAW,61,76.672
Monaco,2025,LAW,62,76.173
Monaco,2025,LAW,63,76.864
Monaco,2025,LAW,64,77.611
Monaco,2025,LAW,65,77.155
Monaco,2025,LAW,66,79.159
Monaco,2025,LAW,67,76.955
Monaco,2025,LAW,68,77.409
Monaco,2025,LAW,69,77.363
Monaco,2025,LAW,70,77.136
Monaco,2025,LAW,71,76.905
Monaco,2025,LAW,72,77.053
Monaco,2025,LAW,73,76.392
Mexico City,2024,HAM,22,82.709
Mexico City,2024,HAM,23,82.782
Mexico City,2024,HAM,24,82.54
Mexico City,2024,HAM,25,82.723
Mexico City,2024,HAM,26,82.886
Mexico City,2024,HAM,27,83.293
Mexico City,2024,HAM,30,83.203
Mexico City,2024,HAM,31,81.873
Mexico City,2024,HAM,32,80.371
Mexico City,2024,HAM,33,81.536
Mexico City,2024,HAM,34,82.347
Mexico City,2024,HAM,35,83.332
Mexico City,2024,HAM,36,81.244
Mexico City,2024,HAM,37,81.364
Mexico City,2024,HAM,38,81.635
Mexico City,2024,HAM,39,81.308
Mexico City,2024,HAM,40,81.05
Mexico City,2024,HAM,41,81.169
Mexico City,2024,HAM,42,81.2
Mexico City,2024,HAM,43,81.285
Mexico City,2024,HAM,44,81.125
Mexico City,2024,HAM,45,80.889
Mexico City,2024,HAM,46,80.981
Mexico City,2024,HAM,47,80.561
Mexico City,2024,HAM,48,80.465
Mexico City,2024,HAM,49,80.897
Mexico City,2024,HAM,50,80.748
Mexico City,2024,HAM,51,80.918
Mexico City,2024,HAM,52,81.138
Mexico City,2024,HAM,53,80.9
Mexico City,2024,HAM,54,80.984
Mexico City,2024,HAM,55,81.128
Mexico City,2024,HAM,56,81.474
Mexico City,2024,HAM,57,80.935
Mexico City,2024,HAM,58,80.81
Mexico City,2024,HAM,59,81.281
Mexico City,2024,HAM,60,81.436
Mexico City,2024,HAM,61,81.724
Mexico City,2024,HAM,62,81.068
Mexico City,2024,HAM,63,80.738
Mexico City,2024,HAM,64,80.482
Mexico City,2024,HAM,65,81.013
Mexico City,2024,HAM,66,81.935
Mexico City,2024,HAM,67,80.546
Emilia Romagna,2024,HUL,19,82.086
Emilia Romagna,2024,HUL,20,82.624
Emilia Romagna,2024,HUL,21,82.309
Emilia Romagna,2024,HUL,22,82.218
Emilia Romagna,2024,HUL,23,82.412
Emilia Romagna,2024,HUL,24,82.883
Emilia Romagna,2024,HUL,25,83.102
Emilia Romagna,2024,HUL,26,82.763
Emilia Romagna,2024,HUL,27,82.669
Emilia Romagna,2024,HUL,28,82.322
Emilia Romagna,2024,HUL,29,82.744
Emilia Romagna,2024,HUL,30,82.829
Emilia Romagna,2024,HUL,31,82.732
Emilia Romagna,2024,HUL,32,83.01
Emilia Romagna,2024,HUL,33,83.256
Emilia Romagna,2024,HUL,34,83.561
Emilia Romagna,2024,HUL,35,82.798
Emilia Romagna,2024,HUL,36,82.11
Emilia Romagna,2024,HUL,37,82.575
Emilia Romagna,2024,HUL,38,82.433
Emilia Romagna,2024,HUL,39,82.48
Emilia Romagna,2024,HUL,40,82.62
Emilia Romagna,2024,HUL,41,83.111
Emilia Romagna,2024,HUL,42,82.504
Emilia Romagna,2024,HUL,43,82.265
Emilia Romagna,2024,HUL,44,82.435
Emilia Romagna,2024,HUL,45,82.192
Emilia Romagna,2024,HUL,46,82.481
Emilia Romagna,2024,HUL,47,83.483
Emilia Romagna,2024,HUL,48,82.763
Emilia Romagna,2024,HUL,49,82.264
Emilia Romagna,2024,HUL,50,82.003
Emilia Romagna,2024,HUL,51,81.921
Emilia Romagna,2024,HUL,52,84.008
Emilia Romagna,2024,HUL,53,84.017
Emilia Romagna,2024,HUL,54,83.667
Emilia Romagna,2024,HUL,55,82.255
Emilia Romagna,2024,HUL,56,82.094
Emilia Romagna,2024,HUL,57,82.217
Emilia Romagna,2024,HUL,58,83.902
Canada,2025,ALB,17,78.04
Canada,2025,ALB,18,78.153
Canada,2025,ALB,19,78.09
Canada,2025,ALB,20,78.857
Canada,2025,ALB,21,80.082
Canada,2025,ALB,22,79.244
Canada,2025,ALB,25,79.463
Canada,2025,ALB,26,76.667
Canada,2025,ALB,27,76.734
Canada,2025,ALB,28,76.512
Canada,2025,ALB,29,76.689
Canada,2025,ALB,30,76.633
Canada,2025,ALB,31,76.486
Canada,2025,ALB,32,76.197
Canada,2025,ALB,33,76.402
Canada,2025,ALB,34,76.225
Canada,2025,ALB,35,76.241
Canada,2025,ALB,36,76.564
Canada,2025,ALB,37,76.325
Canada,2025,ALB,38,76.415
Canada,2025,ALB,39,77.003
Canada,2025,ALB,40,77.268
Canada,2025,ALB,41,77.14
Canada,2025,ALB,42,76.857
Hungary,2024,HAM,19,83.35
Hungary,2024,HAM,20,83.201
Hungary,2024,HAM,21,83.332
Hungary,2024,HAM,22,83.47
Hungary,2024,HAM,23,83.18
Hungary,2024,HAM,24,83.622
Hungary,2024,HAM,25,83.698
Hungary,2024,HAM,26,83.145
Hungary,2024,HAM,27,83.334
Hungary,2024,HAM,28,83.481
Hungary,2024,HAM,29,83.306
Hungary,2024,HAM,30,83.342
Hungary,2024,HAM,31,83.485
Hungary,2024,HAM,32,83.585
Hungary,2024,HAM,33,83.532
Hungary,2024,HAM,34,84.117
Hungary,2024,HAM,35,84.355
Hungary,2024,HAM,36,85.12
Hungary,2024,HAM,37,84.527
Hungary,2024,HAM,38,84.655
Hungary,2024,HAM,39,85.372
Hungary,2024,HAM,42,84.801
Hungary,2024,HAM,43,82.518
Hungary,2024,HAM,44,83.074
Hungary,2024,HAM,45,83.133
Hungary,2024,HAM,46,82.969
Hungary,2024,HAM,47,82.937
Hungary,2024,HAM,48,83.097
Hungary,2024,HAM,49,83.09
Hungary,2024,HAM,50,82.906
Hungary,2024,HAM,51,82.67
Hungary,2024,HAM,52,82.991
Hungary,2024,HAM,53,83.021
Hungary,2024,HAM,54,82.58
Hungary,2024,HAM,55,82.153
Hungary,2024,HAM,56,82.587
Hungary,2024,HAM,57,83.011
Hungary,2024,HAM,58,82.885
Hungary,2024,HAM,59,82.236
Hungary,2024,HAM,60,82.364
Hungary,2024,HAM,61,82.841
Hungary,2024,HAM,62,83.18
Hungary,2024,HAM,64,83.263
Hungary,2024,HAM,65,83.1
Hungary,2024,HAM,66,83.508
Bahrain,2024,HAM,20,96.694
Bahrain,2024,HAM,21,96.264
Bahrain,2024,HAM,22,96.51
Bahrain,2024,HAM,23,96.633
Bahrain,2024,HAM,24,96.717
Bahrain,2024,HAM,25,96.666
Bahrain,2024,HAM,26,96.919
Bahrain,2024,HAM,27,96.714
Bahrain,2024,HAM,28,97.201
Bahrain,2024,HAM,29,96.692
Bahrain,2024,HAM,30,96.786
Bahrain,2024,HAM,31,97.244
Bahrain,2024,HAM,32,96.975
Bahrain,2024,HAM,35,97.325
Bahrain,2024,HAM,36,95.489
Bahrain,2024,HAM,37,95.279
Bahrain,2024,HAM,38,95.597
Bahrain,2024,HAM,39,94.966
Bahrain,2024,HAM,40,94.722
Bahrain,2024,HAM,41,95.041
Bahrain,2024,HAM,42,94.94
Bahrain,2024,HAM,43,94.996
Bahrain,2024,HAM,44,94.935
Bahrain,2024,HAM,45,95.169
Bahrain,2024,HAM,46,95.184
Bahrain,2024,HAM,47,95.285
Bahrain,2024,HAM,48,95.226
Bahrain,2024,HAM,49,96.165
Bahrain,2024,HAM,50,95.914
Bahrain,2024,HAM,51,95.612
Bahrain,2024,HAM,52,95.532
Bahrain,2024,HAM,53,95.479
Qatar,2025,STR,21,87.7
Qatar,2025,STR,22,87.637
Qatar,2025,STR,23,87.751
Qatar,2025,STR,26,87.689
Qatar,2025,STR,27,86.151
Qatar,2025,STR,28,86.624
Qatar,2025,STR,29,86.479
Qatar,2025,STR,30,86.277
Qatar,2025,STR,31,86.325
Qatar,2025,STR,32,86.392
Qatar,2025,STR,33,86.163
Qatar,2025,STR,34,87.4
Qatar,2025,STR,35,86.011
Qatar,2025,STR,36,85.715
Qatar,2025,STR,37,86.963
Qatar,2025,STR,38,85.669
Qatar,2025,STR,39,85.627
Qatar,2025,STR,40,85.51
Qatar,2025,STR,41,85.228
Qatar,2025,STR,42,85.632
Qatar,2025,STR,43,85.747
Qatar,2025,STR,44,85.475
Qatar,2025,STR,45,85.698
Qatar,2025,STR,46,85.49
Qatar,2025,STR,47,85.482
Qatar,2025,STR,48,85.373
Bahrain,2024,ZHO,19,97.552
Bahrain,2024,ZHO,20,97.652
Bahrain,2024,ZHO,21,97.749
Bahrain,2024,ZHO,22,97.947
Bahrain,2024,ZHO,23,97.852
Bahrain,2024,ZHO,24,97.788
Bahrain,2024,ZHO,25,97.894
Bahrain,2024,ZHO,26,97.883
Bahrain,2024,ZHO,27,97.995
Bahrain,2024,ZHO,30,98.053
Bahrain,2024,ZHO,31,95.458
Bahrain,2024,ZHO,32,96.297
Bahrain,2024,ZHO,33,96.048
Bahrain,2024,ZHO,34,97.971
Bahrain,2024,ZHO,35,96.518
Bahrain,2024,ZHO,36,96.546
Bahrain,2024,ZHO,37,96.931
Bahrain,2024,ZHO,38,96.805
Bahrain,2024,ZHO,39,96.857
Bahrain,2024,ZHO,40,96.637
Bahrain,2024,ZHO,41,96.683
Bahrain,2024,ZHO,42,96.695
Bahrain,2024,ZHO,43,96.652
Bahrain,2024,ZHO,44,96.771
Bahrain,2024,ZHO,45,97.417
Bahrain,2024,ZHO,46,96.68
Bahrain,2024,ZHO,47,96.741
